section,day,subject,start_time,end_time,room,professor
U2,Wed,SWAYAM/NPTEL,08:30,10:30,,
U2,Wed,HV LAB,10:30,11:30,CT-13,TG
U2,Wed,M,11:30,12:30,CT-13,TG
U2,Wed,CH,14:30,15:30,CS-04,SHK
U2,Wed,CAFG,14:30,15:30,CT-13,AB
U1,Thu,M,10:30,11:30,CT-13,TG
U1,Thu,BCE,11:30,12:30,CT-13,VC
U1,Thu,CH,14:30,15:30,CT-13,SHK
U1,Thu,PPS,14:30,15:30,CT-13,DR
U2,Thu,M,10:30,11:30,CT-13,TG
U2,Thu,BCE,11:30,12:30,CT-13,VC
U2,Thu,CH,14:30,15:30,CT-13,SHK
U2,Thu,PPS,14:30,15:30,CT-13,DR
U1,Fri,CH LAB,08:30,10:30,CG-14,SKA
U1,Fri,M,10:30,11:30,CT-13,TG
U1,Fri,PPS,13:30,14:30,CS-04,DR
U2,Fri,CE LAB,08:30,10:30,CLG-19,RR
U2,Fri,M,10:30,11:30,CT-13,TG
U2,Fri,PPS,13:30,14:30,CS-04,DR
U1,Sat,CAFG,08:30,10:30,CF-01,AB
U1,Sat,PPS,11:30,12:30,CS-04,DR
U1,Sat,HV,13:30,14:30,CS-04,TG
U1,Sat,Sports-I,14:30,15:30,,
U2,Sat,CP LAB,08:30,10:30,CS-21,DR
U2,Sat,PPS,11:30,12:30,CS-04,DR
U2,Sat,HV,13:30,14:30,CS-04,TG
U2,Sat,Sports-I,14:30,15:30,,
V1,Mon,PPS,08:30,09:30,CT-13,PS
V1,Mon,CE LAB,10:30,11:30,CF-17,RR
V1,Mon,HV,13:30,14:30,CT-19,PM
V2,Mon,PPS,08:30,09:30,CT-13,PS
V2,Mon,CH LAB,10:30,11:30,CG-14,RKA
V2,Mon,HV,13:30,14:30,CT-19,PM
V1,Tue,CH,08:30,09:30,CT-19,AG
V1,Tue,CH LAB,10:30,11:30,CG-14,AG
V1,Tue,CAFG,13:30,14:30,CT-13,NC
V1,Tue,Sports-I,14:30,15:30,,
V2,Tue,CH,08:30,09:30,CT-19,AG
V2,Tue,CH LAB,10:30,11:30,CG-14,AG
V2,Tue,CE LAB,10:30,11:30,CF-17,NJ
V2,Tue,CAFG,13:30,14:30,CT-13,NC
V2,Tue,Sports-I,14:30,15:30,,
V1,Wed,CP LAB,08:30,09:30,CS-21,BKC
V1,Wed,CAFG,08:30,09:30,CF-01,NC
V1,Wed,CH,11:30,12:30,CT-12,AG
V1,Wed,M,13:30,14:30,CT-19,GT
V2,Wed,CP LAB,08:30,09:30,CS-21,BKC
V2,Wed,CAFG,08:30,09:30,CF-01,NC
V2,Wed,CH,11:30,12:30,CT-12,AG
V2,Wed,M,13:30,14:30,CT-19,GT
V1,Thu,CAFG,08:30,09:30,DS-06,NC
V1,Thu,PPS,09:30,10:30,CT-12,PS
V1,Thu,M,11:30,12:30,CT-12,GT
V1,Thu,BCE,13:30,14:30,CG-08,NJ
V2,Thu,CAFG,08:30,09:30,DS-06,NC
V2,Thu,CP LAB,08:30,09:30,CS-21,BKC
V2,Thu,PPS,09:30,10:30,CT-12,PS
V2,Thu,M,11:30,12:30,CT-12,GT
V2,Thu,BCE,13:30,14:30,CG-08,NJ
V1,Fri,M,08:30,09:30,CT-19,GT
V1,Fri,BCE,09:30,10:30,CT-19,NJ
V1,Fri,CH,10:30,11:30,CT-19,AG
V1,Fri,SWAYAM/NPTEL,13:30,14:30,,
V2,Fri,M,08:30,09:30,CT-19,GT
V2,Fri,BCE,09:30,10:30,CT-19,NJ
V2,Fri,CH,10:30,11:30,CT-19,AG
V2,Fri,SWAYAM/NPTEL,13:30,14:30,,
V1,Sat,HV LAB,09:30,10:30,CT-13,PM
V1,Sat,M,10:30,11:30,CT-19,GT
V1,Sat,CH,11:30,12:30,CT-13,AG
V1,Sat,PPS,13:30,14:30,CT-19,PS
V2,Sat,HV LAB,09:30,10:30,CT-13,PM
V2,Sat,M,10:30,11:30,CT-19,GT
V2,Sat,CH,11:30,12:30,CT-13,AG
V2,Sat,PPS,13:30,14:30,CT-19,PS
W1,Mon,CE LAB,08:30,09:30,CLG-19,NJ
W1,Mon,CAFG,10:30,11:30,CT-12,AK
W1,Mon,CH,11:30,12:30,CT-12,SHK
W1,Mon,SWAYAM/NPTEL,13:30,14:30,,
W2,Mon,CE LAB,08:30,09:30,CLG-19,NJ
W2,Mon,CH LAB,08:30,09:30,CG-20,SKA
W2,Mon,CAFG,10:30,11:30,CT-12,AK
W2,Mon,CH,11:30,12:30,CT-12,SHK
W2,Mon,SWAYAM/NPTEL,13:30,14:30,,
W1,Tue,CH LAB,08:30,09:30,CG-20,RV
W1,Tue,M,10:30,11:30,CT-12,VS
W1,Tue,HV,11:30,12:30,CT-12,KP
W2,Tue,CH LAB,08:30,09:30,CG-20,RV
W2,Tue,CE LAB,08:30,09:30,CLG19,AA
W2,Tue,M,10:30,11:30,CT-12,VS
W2,Tue,HV,11:30,12:30,CT-12,KP
W1,Wed,PPS,09:30,10:30,CT-12,GS
W1,Wed,CAFG,10:30,11:30,DS-06,AK
W1,Wed,CP LAB,10:30,11:30,CS-21,BKC
W1,Wed,BCE,14:30,15:30,CT-12,NJ
W2,Wed,PPS,09:30,10:30,CT-12,GS
W2,Wed,CAFG,10:30,11:30,DS-06,AK
W2,Wed,CP LAB,10:30,11:30,CS-21,BKC
W2,Wed,BCE,14:30,15:30,CT-12,NJ
W1,Thu,CH,08:30,09:30,CT-12,SHK
W1,Thu,M,09:30,10:30,CT-12,VS
W1,Thu,CP LAB,10:30,11:30,CS-21,GS
W1,Thu,CAFG,10:30,11:30,DS-06,AK
W1,Thu,PPS,13:30,14:30,CT-12,GS
W2,Thu,CH,08:30,09:30,CT-12,SHK
W2,Thu,M,09:30,10:30,CT-12,VS
W2,Thu,CP LAB,10:30,11:30,CS-21,GS
W2,Thu,CAFG,10:30,11:30,DS-06,AK
W2,Thu,PPS,13:30,14:30,CT-12,GS
W1,Fri,CH,08:30,09:30,CT-12,SHK
W1,Fri,HV LAB,09:30,10:30,CT-12,KP
W1,Fri,M,11:30,12:30,CT-12,VS
W1,Fri,BCE,14:30,15:30,CT-12,NJ
W2,Fri,CH,08:30,09:30,CT-12,SHK
W2,Fri,HV LAB,09:30,10:30,CT-12,KP
W2,Fri,M,11:30,12:30,CT-12,VS
W2,Fri,BCE,14:30,15:30,CT-12,NJ
W1,Sat,PPS,08:30,09:30,CT-12,GS
W1,Sat,CH,10:30,11:30,CT-12,SHK
W1,Sat,M,11:30,12:30,CT-12,VS
W1,Sat,Sports-I,14:30,15:30,,
W2,Sat,PPS,08:30,09:30,CT-12,GS
W2,Sat,CH,10:30,11:30,CT-12,SHK
W2,Sat,M,11:30,12:30,CT-12,VS
W2,Sat,Sports-I,14:30,15:30,,
X1,Mon,M,08:30,09:30,CT-19,MNM
X1,Mon,CH,09:30,10:30,CT-19,RM
X1,Mon,PPS,11:30,12:30,CT-19,DR
X1,Mon,CE LAB,13:30,14:30,CLG-19,VC
X2,Mon,M,08:30,09:30,CT-19,MNM
X2,Mon,CH,09:30,10:30,CT-19,RM
X2,Mon,PPS,11:30,12:30,CT-19,DR
X2,Mon,CH LAB,13:30,14:30,CG-14,RM
X1,Tue,PPS,09:30,10:30,CT-19,DR
X1,Tue,M,11:30,12:30,CT-19,MNM
X1,Tue,CH LAB,13:30,14:30,CG-14,RM
X1,Tue,CE LAB,13:30,14:30,CLG-19,NJ
X2,Tue,PPS,09:30,10:30,CT-19,DR
X2,Tue,M,11:30,12:30,CT-19,MNM
X2,Tue,CH LAB,13:30,14:30,CG-14,RM
X2,Tue,CE LAB,13:30,14:30,CLG-19,NJ
X1,Wed,CH,08:30,09:30,CT-19,RM
X1,Wed,M,09:30,10:30,CT-19,MNM
X1,Wed,HV,10:30,11:30,CT-19,RR
X1,Wed,BCE,14:30,15:30,CT-19,VC
X2,Wed,CH,08:30,09:30,CT-19,RM
X2,Wed,M,09:30,10:30,CT-19,MNM
X2,Wed,HV,10:30,11:30,CT-19,RR
X2,Wed,BCE,14:30,15:30,CT-19,VC
X1,Thu,CH,08:30,09:30,CT-19,RM
X1,Thu,M,09:30,10:30,CT-19,MNM
X1,Thu,HV LAB,10:30,11:30,CT-19,RR
X1,Thu,Sports-I,14:30,15:30,,
X2,Thu,CH,08:30,09:30,CT-19,RM
X2,Thu,M,09:30,10:30,CT-19,MNM
X2,Thu,HV LAB,10:30,11:30,CT-19,RR
X2,Thu,Sports-I,14:30,15:30,,
X1,Fri,CAFG,08:30,10:30,DS-06,AK
X1,Fri,CP LAB,08:30,10:30,CS-21,DR
X1,Fri,PPS,11:30,12:30,CT-19,DR
X1,Fri,SWAYAM/NPTEL,13:30,14:30,,
X2,Fri,CAFG,08:30,10:30,DS-06,AK
X2,Fri,CP LAB,08:30,10:30,CS-21,DR
X2,Fri,PPS,11:30,12:30,CT-19,DR
X2,Fri,SWAYAM/NPTEL,13:30,14:30,,
X1,Sat,BCE,09:30,10:30,CT-19,VC
X1,Sat,CH,09:30,10:30,CT-19,RM
X1,Sat,CAFG,10:30,11:30,CT-19,AK
X1,Sat,CP LAB,12:30,13:30,CS-21,POS
X1,Sat,CAFG,12:30,13:30,DS-06,AK
X2,Sat,BCE,09:30,10:30,CT-19,VC
X2,Sat,CH,09:30,10:30,CT-19,RM
X2,Sat,CAFG,10:30,11:30,CT-19,AK
X2,Sat,CP LAB,12:30,13:30,CS-21,POS
X2,Sat,CAFG,12:30,13:30,DS-06,AK
Y1,Mon,M,08:30,09:30,CS-08,ST
Y1,Mon,PPS,09:30,10:30,CS-08,GS
Y1,Mon,BCE,10:30,11:30,CG-08,AA
Y1,Mon,HV,13:30,14:30,CG-08,PM
Y1,Mon,SWAYAM/NPTEL,14:30,15:30,,
Y2,Mon,M,08:30,09:30,CS-08,ST
Y2,Mon,PPS,09:30,10:30,CS-08,GS
Y2,Mon,BCE,10:30,11:30,CG-08,AA
Y2,Mon,HV,13:30,14:30,CG-08,PM
Y2,Mon,SWAYAM/NPTEL,14:30,15:30,,
Y1,Tue,CH,09:30,10:30,Cs-08,SHK
Y1,Tue,M,10:30,11:30,Cs-08,ST
Y1,Tue,CAFG,13:30,14:30,CF-01,SS
Y1,Tue,CP LAB,13:30,14:30,CS-21,GS
Y2,Tue,CH,09:30,10:30,Cs-08,SHK
Y2,Tue,M,10:30,11:30,Cs-08,ST
Y2,Tue,CAFG,13:30,14:30,CF-01,SS
Y2,Tue,CP LAB,13:30,14:30,CS-21,GS
Y1,Wed,PPS,09:30,10:30,CS-04,GS
Y1,Wed,CH,10:30,11:30,CS-04,SHK
Y1,Wed,M,11:30,12:30,CS-04,ST
Y1,Wed,CH LAB,13:30,14:30,CG-20,SKA
Y1,Wed,CE LAB,13:30,14:30,CF-17,AA
Y2,Wed,PPS,09:30,10:30,CS-04,GS
Y2,Wed,CH,10:30,11:30,CS-04,SHK
Y2,Wed,M,11:30,12:30,CS-04,ST
Y2,Wed,CH LAB,13:30,14:30,CG-20,SKA
Y2,Wed,CE LAB,13:30,14:30,CF-17,AA
Y1,Thu,M,09:30,10:30,CG-08,ST
Y1,Thu,CH,10:30,11:30,CG-08,SHK
Y1,Thu,CE LAB,13:30,14:30,CF-17,SJ
Y1,Thu,CH LAB,13:30,14:30,CG-20,RV
Y2,Thu,M,09:30,10:30,CG-08,ST
Y2,Thu,CH,10:30,11:30,CG-08,SHK
Y2,Thu,CE LAB,13:30,14:30,CF-17,SJ
Y2,Thu,CH LAB,13:30,14:30,CG-20,RV
Y1,Fri,CH,08:30,09:30,CG-08,SHK
Y1,Fri,CP LAB,09:30,10:30,CS-23,GS
Y1,Fri,CAFG,09:30,10:30,CF-17,SPS
Y1,Fri,H V LAB,13:30,14:30,CG-08,PM
Y2,Fri,CH,08:30,09:30,CG-08,SHK
Y2,Fri,CP LAB,09:30,10:30,CS-23,GS
Y2,Fri,CAFG,09:30,10:30,CF-17,SPS
Y2,Fri,H V LAB,13:30,14:30,CG-08,PM
Y1,Sat,PPS,09:30,10:30,CS-08,GS
Y1,Sat,CAFG,11:30,12:30,CS-08,DSR
Y1,Sat,BCE,13:30,14:30,CS-08,AA
Y2,Sat,PPS,09:30,10:30,CS-08,GS
Y2,Sat,CAFG,11:30,12:30,CS-08,DSR
Y2,Sat,BCE,13:30,14:30,CS-08,AA
Z1,Mon,CH LAB,08:30,10:30,CG-14,AG
Z1,Mon,M,11:30,12:30,CT-20,KP
Z1,Mon,CH,13:30,14:30,CT-20,PP
Z1,Mon,CAFG,14:30,15:30,CT-20,HCN
Z2,Mon,CE LAB,08:30,10:30,CF-17,SJ
Z2,Mon,M,11:30,12:30,CT-20,KP
Z2,Mon,CH,13:30,14:30,CT-20,PP
Z2,Mon,CAFG,14:30,15:30,CT-20,HCN
Z1,Tue,Sports-I,09:30,10:30,,
Z1,Tue,PPS,10:30,11:30,CT-20,PS
Z1,Tue,CH,11:30,12:30,CT-20,PP
Z1,Tue,M,13:30,14:30,CT-20,KP
Z2,Tue,Sports-I,09:30,10:30,,
Z2,Tue,PPS,10:30,11:30,CT-20,PS
Z2,Tue,CH,11:30,12:30,CT-20,PP
Z2,Tue,M,13:30,14:30,CT-20,KP
Z1,Wed,CH,09:30,10:30,CT-20,PP
Z1,Wed,HV,10:30,11:30,CT-20,DS
Z1,Wed,BCE,13:30,14:30,CT-20,SJ
Z2,Wed,CH,09:30,10:30,CT-20,PP
Z2,Wed,HV,10:30,11:30,CT-20,DS
Z2,Wed,BCE,13:30,14:30,CT-20,SJ
Z1,Thu,HV LAB,08:30,09:30,CT-20,DS
Z1,Thu,CH,09:30,10:30,CT-20,PP
Z1,Thu,BCE,10:30,11:30,CT-20,SJ
Z1,Thu,M,13:30,14:30,CT-20,KP
Z2,Thu,HV LAB,08:30,09:30,CT-20,DS
Z2,Thu,CH,09:30,10:30,CT-20,PP
Z2,Thu,BCE,10:30,11:30,CT-20,SJ
Z2,Thu,M,13:30,14:30,CT-20,KP
Z1,Fri,PPS,08:30,09:30,CT-20,DS
Z1,Fri,CAFG,10:30,11:30,CF-01,JS
Z1,Fri,CE LAB,13:30,14:30,CF-17,SJ
Z2,Fri,PPS,08:30,09:30,CT-20,DS
Z2,Fri,CP LAB,10:30,11:30,CS-21,PS
Z2,Fri,CH LAB,13:30,14:30,CG-14,PP
Z1,Sat,M,08:30,09:30,CT-20,KP
Z1,Sat,CP LAB,10:30,11:30,CS-21,POS
Z1,Sat,PPS,14:30,15:30,CT-20,PS
Z2,Sat,M,08:30,09:30,CT-20,KP
Z2,Sat,CAFG,10:30,11:30,CF-01,DP
Z2,Sat,PPS,14:30,15:30,CT-20,PS
ZA1,Mon,M,08:30,09:30,CT-20,SKB
ZA1,Mon,CAFG,09:30,10:30,CT-20,VS
ZA1,Mon,CAEG,10:30,11:30,CF-02,VS
ZA1,Mon,SWAYAM/NPTEL,13:30,14:30,,
ZA2,Mon,M,08:30,09:30,CT-20,SKB
ZA2,Mon,CAFG,09:30,10:30,CT-20,VS
ZA2,Mon,CP LAB,10:30,11:30,CS-22,POS
ZA2,Mon,SWAYAM/NPTEL,13:30,14:30,,
ZA1,Tue,M,08:30,09:30,CT-20,SKB
ZA1,Tue,Sports-I,09:30,10:30,,
ZA1,Tue,CAEG,10:30,11:30,DS-06,NC
ZA1,Tue,HV LAB,13:30,14:30,CT-19,SKB
ZA1,Tue,PPS,14:30,15:30,CT-19,POS
ZA2,Tue,M,08:30,09:30,CT-20,SKB
ZA2,Tue,Sports-I,09:30,10:30,,
ZA2,Tue,CP LAB,10:30,11:30,CG-12,POS
ZA2,Tue,HV LAB,13:30,14:30,CT-19,SKB
ZA2,Tue,PPS,14:30,15:30,CT-19,POS
ZA1,Wed,CH LAB,08:30,10:30,CG-20,RV
ZA1,Wed,CH,11:30,12:30,CT-20,RV
ZA1,Wed,HV,12:30,13:30,CT-20,SKB
ZA2,Wed,CE LAB,08:30,10:30,CF-17,SJ
ZA2,Wed,CH,11:30,12:30,CT-20,RV
ZA2,Wed,HV,12:30,13:30,CT-20,SKB
ZA1,Thu,CE LAB,08:30,10:30,CF-17,AA
ZA1,Thu,CH,11:30,12:30,CT-20,RV
ZA1,Thu,PPS,14:30,15:30,CT-19,POS
ZA2,Thu,CH LAB,08:30,10:30,CG-20,RV
ZA2,Thu,CH,11:30,12:30,CT-20,RV
ZA2,Thu,PPS,14:30,15:30,CT-19,POS
ZA1,Fri,PPS,08:30,09:30,CT-20,POS
ZA1,Fri,M,09:30,10:30,CT-20,SKB
ZA1,Fri,CH,10:30,11:30,CT-20,RV
ZA1,Fri,BCE,13:30,14:30,CT-20,AA
ZA2,Fri,PPS,08:30,09:30,CT-20,POS
ZA2,Fri,M,09:30,10:30,CT-20,SKB
ZA2,Fri,CH,10:30,11:30,CT-20,RV
ZA2,Fri,BCE,13:30,14:30,CT-20,AA
ZA1,Sat,BCE,09:30,10:30,CT-20,AA
ZA1,Sat,M,10:30,11:30,CT-20,SKB
ZA1,Sat,CH,11:30,12:30,CT-20,RV
ZA2,Sat,BCE,09:30,10:30,CT-20,AA
ZA2,Sat,M,10:30,11:30,CT-20,SKB
ZA2,Sat,CH,11:30,12:30,CT-20,RV
